VENDOR.x,VENDOR1,VENDOR2.x,VENDOR PART #,SAP#,VENDOR.y,VENDOR2.y,MFRName
POWERHANDLING,POWERHANDLING,NA,71930,90014226,POWERHANDLING,NA,POWERHANDLING
POWERHANDLING,POWERHANDLING,NA,56650,90014227,POWERHANDLING,NA,POWERHANDLING
POWERHANDLING,POWERHANDLING,NA,55740,90014228,POWERHANDLING,NA,POWERHANDLING
POWERHANDLING,POWERHANDLING,NA,55880,90014229,POWERHANDLING,NA,POWERHANDLING
EASY MOVER,EASY,MOVER,77010,90014230,EASY MOVER,MOVER,EASY MOVER
PROLAB,PROLAB,NA,AF-100,90014231,PROLAB,NA,PROLAB
PROLAB,PROLAB,NA,AF-300,90014232,PROLAB,NA,PROLAB
PROLAB,PROLAB,NA,OG-700,90014233,PROLAB,NA,PROLAB
PROLAB,PROLAB,NA,PL-100,90014234,PROLAB,NA,PROLAB
PROLAB,PROLAB,NA,CD-1000,90014235,PROLAB,NA,PROLAB
PROLAB,PROLAB,NA,596350,90014236,PROLAB,NA,PROLAB
REGAL BELOIT POWER TRANSMISSION SOLUTIONS,REGAL,BELOIT,604302,90014750,REGAL BELOIT,BELOIT,REGAL BELOIT
REGAL BELOIT POWER TRANSMISSION SOLUTIONS,REGAL,BELOIT,604301,90014751,REGAL BELOIT,BELOIT,REGAL BELOIT
REGAL BELOIT POWER TRANSMISSION SOLUTIONS,REGAL,BELOIT,100533,90014752,REGAL BELOIT,BELOIT,REGAL BELOIT
REGAL BELOIT POWER TRANSMISSION SOLUTIONS,REGAL,BELOIT,604303,90014753,REGAL BELOIT,BELOIT,REGAL BELOIT
REGAL BELOIT POWER TRANSMISSION SOLUTIONS,REGAL,BELOIT,466304,90014754,REGAL BELOIT,BELOIT,REGAL BELOIT
DAEMAR INC,DAEMAR,INC,40627,90014755,DAEMAR,NA,DAEMAR
DAEMAR INC,DAEMAR,INC,50727-DL,90014756,DAEMAR,NA,DAEMAR
DAEMAR INC,DAEMAR,INC,30477-DL,90014757,DAEMAR,NA,DAEMAR
RINGBALL CORPORATION,RINGBALL,CORPORATION,SPB-32-OPN,90014758,RINGBALL,NA,RINGBALL
GATES CORPORATION,GATES,CORPORATION,1470,90014759,GATES,NA,GATES
GATES CORPORATION,GATES,CORPORATION,270H200,90014760,GATES,NA,GATES
SPAENAUR INC,SPAENAUR,INC,332-017,90014761,SPAENAUR,NA,SPAENAUR
SCHAEFFLER CANADA INC,SCHAEFFLER,CANADA,IR45X52X40,90014762,SCHAEFFLER,NA,SCHAEFFLER
RBC BEARINGS CANADA,RBC,BEARINGS,KP10FS464,90014763,RBC BEARINGS,BEARINGS,RBC BEARINGS
NTN BEARING CORP OF CANADA LTD,NTN,BEARING,HK1522ZWD,90014764,NTN,NA,NTN
SCHAEFFLER CANADA INC,SCHAEFFLER,CANADA,3210-BD-2HRS-TVH-C3,90014765,SCHAEFFLER,NA,SCHAEFFLER
NSK CANADA INC,NSK,CANADA,R20ZZ,90014766,NSK,NA,NSK
GATES CORPORATION,GATES,CORPORATION,4L240,90014767,GATES,NA,GATES
TOPRING,TOPRING,NA,55.360,90014768,TOPRING,NA,TOPRING
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,AR40-N04H-Z,90014769,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,AR20-N02EH-Z-X406,90014770,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.1135,90014771,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.1335,90014772,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.114,90014773,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.134,90014774,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.115,90014775,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.373,90014776,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.6585,90014777,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.2535,90014778,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.2735,90014779,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.254,90014780,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.274,90014781,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.2545,90014782,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.2745,90014783,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.255,90014784,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
AIRMAX INDUSTRIES INC,AIRMAX,INDUSTRIES,62.275,90014785,AIRMAX INDUSTRIES,INDUSTRIES,AIRMAX INDUSTRIES
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,AF20-N02C-2Z,90014786,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,AL40-N02-Z,90014787,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,AL40-N04-Z,90014788,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,AF40P-050AS,90014789,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,AR20-N02H-Z,90014790,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,Y400,90014791,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,NVFS3420-5DZ-03T,90014792,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,ITV2050-23F2BN3-DIH00051,90014793,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,NVFS3120-3DZ-03T,90014794,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
SMC PNEUMATICS CANADA LTD,SMC,PNEUMATICS,NVFS3320-3DZ-03T,90014795,SMC PNEUMATICS,PNEUMATICS,SMC PNEUMATICS
STAUBLI,STAUBLI,NA,STA06.1101/OSHA,90014796,STAUBLI,NA,STAUBLI
GATES CORPORATION,GATES,CORPORATION,4L250,90014797,GATES,NA,GATES
GATES CORPORATION,GATES,CORPORATION,4L260,90014798,GATES,NA,GATES
KOYO CANADA INC,KOYO,CANADA,BH-3316,90014799,KOYO CA,CA,KOYO CA
DONALDSON COMPANY INC CAD,DONALDSON,COMPANY,P550939,90014800,DONALDSON,NA,DONALDSON
EATON CORPORATIONVICKER,EATON,CORPORATIONVICKER,02-119628,90014801,EATON,NA,VICKERS
GATES CORPORATION,GATES,CORPORATION,4L270,90014802,GATES,NA,GATES
CONTITECH CANADA INC,CONTITECH,CANADA,4L290,90014803,CONTITECH CANADA,CANADA,CONTITECH CANADA
CHENGDU WEST INDUSTRY CO LTD,CHENGDU,WEST,1638 2RS,90014804,CHENGDU WEST IND,WEST,CHENGDU WEST IND
KOYO CANADA INC,KOYO,CANADA,B-1816,90014805,KOYO CA,CA,KOYO CA
TIMKEN CANADA LP,TIMKEN,CANADA,M86610,90014806,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,M86649,90014807,TIMKEN,NA,TIMKEN
KOYO CANADA INC,KOYO,CANADA,B-1616,90014808,KOYO CA,CA,KOYO CA
CHENGDU WEST INDUSTRY CO LTD,CHENGDU,WEST,1628 2Z,90014809,CHENGDU WEST IND,WEST,CHENGDU WEST IND
TIMKEN CANADA LP,TIMKEN,CANADA,L44610,90014810,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,L44643,90014811,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,L610510,90014812,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,L610549,90014813,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,HM88649,90014814,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,HM88610,90014815,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,JLM104910,90014816,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,JLM104948,90014817,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,JLM506810,90014818,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,JLM506849,90014819,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,JLM710910,90014820,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,JLM710949C,90014821,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM11910,90014822,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM11949,90014823,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,25520,90014824,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,25590,90014825,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM48548,90014826,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM48510,90014827,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM67010,90014828,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM67048,90014829,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM501349,90014830,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM67049A,90014831,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM506810ES,90014832,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM506849XS,90014833,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM603011,90014834,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,LM714110ES,90014835,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,NA366,90014836,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,NA3780,90014837,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,NA385,90014838,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,NA580,90014839,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,NA593,90014840,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,7196,90014841,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,12580,90014842,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,12520,90014843,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,17830,90014844,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,2820,90014845,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,2875,90014846,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,28921,90014847,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,28985,90014848,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,29582,90014849,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,471554,90014850,TIMKEN,NA,TIMKEN
TIMKEN CANADA LP,TIMKEN,CANADA,471567,90014851,TIMKEN,NA,TIMKEN
ABB MOTORS  MECHANICAL CANADA INC,ABB,MOTORS,11105,90014852,ABB,NA,ABB
MARTIN SPROCKET AND GEAR CDNA,MARTIN,SPROCKET,5016,90014853,MARTIN SPROCKET & GEAR,SPROCKET,MARTIN SPROCKET & GEAR
BRETTING,BRETTING,NA,13000686,90014417,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,108-114,90014418,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,108-115,90014419,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,108-117,90014420,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,108-119,90014421,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,29000008,90014422,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,34000089,90014423,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,3975-296,90014424,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,4643-181,90014425,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,4956-662,#N/A,BRETTING,NA,BRETTING
BRETTING,BRETTING,NA,4956-663,#N/A,BRETTING,NA,BRETTING
E,E,NA,B358004631,90014426,NA,NA,E
E,E,NA,B358004636,90014327,NA,NA,E
E,E,NA,B423400003A,90014328,NA,NA,E
E,E,NA,B4257282000,90014329,NA,NA,E
E,E,NA,R00300697,90014330,NA,NA,E
E,E,NA,R00300707,90014331,NA,NA,E
E,E,NA,R00300929,90014332,NA,NA,E
EDSON,EDSON,NA,193457,90014333,EDSON,NA,EDSON
EDSON,EDSON,NA,551387,90014334,EDSON,NA,EDSON
EDSON,EDSON,NA,551392,90014335,EDSON,NA,EDSON
EDSON,EDSON,NA,557989,90014336,EDSON,NA,EDSON
EDSON,EDSON,NA,558049,90014337,EDSON,NA,EDSON
EDSON,EDSON,NA,558323,#N/A,EDSON,NA,EDSON
EDSON,EDSON,NA,440N-Z21S16H,90014338,EDSON,NA,EDSON
EDSON,EDSON,NA,8NEN5,90014339,EDSON,NA,EDSON
EDSON,EDSON,NA,E1059251,90014613,EDSON,NA,EDSON
EDSON,EDSON,NA,E1002500,90014614,EDSON,NA,EDSON
EDSON,EDSON,NA,E1000467,90014340,EDSON,NA,EDSON
EDSON,EDSON,NA,E1002922,90014341,EDSON,NA,EDSON
EDSON,EDSON,NA,E1010706,90014342,EDSON,NA,EDSON
EDSON,EDSON,NA,E1014044,90014343,EDSON,NA,EDSON
EDSON,EDSON,NA,E1020193,90014344,EDSON,NA,EDSON
EDSON,EDSON,NA,E30-2,90014345,EDSON,NA,EDSON
EDSON,EDSON,NA,E1000003,90014615,EDSON,NA,EDSON
EDSON,EDSON,NA,LS70AT10/32-2,90014346,EDSON,NA,EDSON
EDSON,EDSON,NA,E1056463,90014347,EDSON,NA,EDSON
IGUS,IGUS,NA,114-3-12PZ,90014348,IGUS,NA,IGUS
INFINITY,INFINITY,NA,100-0780A,90014349,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,100-0781A,90014350,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,100-0782A,90014351,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,100-0783A,90014352,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,103-0538,90014353,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,103-0539,90014354,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,103-1046,90014355,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,103-1068,90014616,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,103-8402,90014617,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,129-0951,90014356,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,190-1258A,90014357,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,190-1258B,90014358,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,190-2661A,90014359,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,190-5054,90014360,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,190-5203,90014361,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,190-5204B,90014362,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,190-6399A,90014363,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-1110A,90014364,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-1408A,90014365,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-1408B,90014366,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-1460,90014367,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-2315A,90014368,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-5042,90014369,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-6211,90014370,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-6320B,90014371,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-6322C,90014372,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-6322D,90014373,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,191-6323B,90014374,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,192-2224,90014375,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,192-2234,90014376,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-1262A,90014377,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-2120F,90014378,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-2531A,90014379,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-2590,90014380,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-2591,90014381,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-2612A,90014382,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-2646,90014383,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-2807A,90014384,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,196-2823,90014385,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,250-30HTD8M1520,90014386,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,250-30HTD8M3656,90014387,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,250-30HTD8M4440,90014388,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,250-30HTD8M4456,90014389,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,250-30HTD8M4856,90014390,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,250-30HTD8M7544,90014391,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,250-30HTD8M7856,90014392,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,401-0001,90014393,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,408-0007D,90014618,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,409-1005,90014619,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,413-0009,90002899,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,413-0262A,90014394,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,413-0505A,90002022,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,413-0506,90014395,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,417-0018,90014396,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,417-0034,90014620,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,499-0020,90014621,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,499-0021,90014622,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,499-0023,90014623,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,499-0024D,90001926,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,499-0025,90014397,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,499-0321,90014398,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,500-0224A,90014399,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0000,90014624,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0008,90014400,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0010,90014401,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0012,90014402,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0013,90014403,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0114,90014404,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0114A,90014405,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0114B,90014406,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0116A,90014237,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0118A,90014238,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0122,90014239,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,501-0128,90014240,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0130,90014241,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0130A,90014242,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0130B,90014243,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0130C,90014244,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0140,90014245,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0150,90014246,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0202,90014247,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0209,90014248,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0212,90014625,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0215,90014249,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0216,90014250,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0217,90014251,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0237,90014252,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0249,90014253,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0257,90014254,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0263,90014255,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-0264,90014256,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,502-1114,90014257,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,510-1420A,90014626,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,510-3007,90014627,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,510-3013B,90014258,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0140,90014259,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0180,90014260,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0205A,90014628,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0251,90014629,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0251A,90014630,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0252,90014631,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0268,90014261,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0271,90014262,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0300,90014632,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0301,90014633,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0302,90014263,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0303,90014634,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0304,90014635,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0312,90014264,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0313,90014265,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0315,90014266,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0317,90014267,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0318,90014636,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0320,90014637,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0321,90014638,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0322,90014268,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0323,90014639,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0324,90014640,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0325,90014641,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0326,90014269,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0328,90014642,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0332,90014270,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0333,90014271,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0343,90014272,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0344,90014273,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0345,90014643,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-0346,90014274,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-3010B,90014275,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-3012,90014276,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,511-3014,90014644,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,512-0060A,90014645,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,512-0061A,90014646,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,512-0062A,90014277,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,512-0064,90014647,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,513-0102B,90014278,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,513-0102C,90014279,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,513-0103B,90014280,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,516-0053,90014648,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,516-0055C,90014281,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,516-0055D,90014282,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,516-0055E,90014283,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,516-0058D,90014649,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,516-0058E,90014650,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,516-0059,90014651,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,516-0059A,90014652,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,517-0023,90014653,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,517-0026,90014284,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,519-0014A,90014285,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,519-0037,90014286,INFINITY,NA,INFINITY
INFINITY,INFINITY,NA,519-0119,90014654,INFINITY,NA,INFINITY
