COEMF REQUEST#,CIE,VENDOR,VENDOR PART #,Part# found in SAP Desc,Material Group,CLASS ID,CLASS DESCRIPTION,SAP PARTS DESCRIPTION FR,SAP PARTS DESCRIPTION EN,LENGTH,PCMC#,COMMENTS,STATUS,SAP#,RESP
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS14HT 1 1/4  ,,,,,PIGN DR 14D 1-1/4 MARTIN/60BS14HT 1 1/4,HRD SPRK 14T 1-1/4 MARTIN/60BS14HT 1 1/4,39/40,MARTIN SPROCKET AND GEAR CDNA / 60BS14HT 1 1/4  ,V584,PROD,90016219,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS15 1 3/8  ,,,,,PIGNON 15D AL1-3/8 MARTIN/60BS15 1 3/8,SPROKET 15T BR1-3/8 MARTIN/60BS15 1 3/8,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS15 1 3/8  ,V584,PROD,90016220,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60B15F 1 1/4  ,,,,,PIGNON 15D AL1-1/4 MARTIN/60B15F 1 1/4,SPROKET 15T BR1-1/4 MARTIN/60B15F 1 1/4,38/39,MARTIN SPROCKET AND GEAR CDNA / 60B15F 1 1/4  ,V584,PROD,90016221,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BB15H  ,,,,,PIGNON DR 15D RLMT MARTIN/60BB15H,HRD SPROKE 15T BRNG MARTIN/60BB15H,33/34,MARTIN SPROCKET AND GEAR CDNA / 60BB15H  ,V584,PROD,90016222,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS15 1 1/2  ,,,,,PIGNON 15D AL1-1/2 MARTIN/60BS15 1 1/2,SPROKET 15T BR1-1/2 MARTIN/60BS15 1 1/2,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS15 1 1/2  ,V584,PROD,90016223,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS15 1 7/16  ,,,,,PIGNON 15D AL1-7/16 MARTIN/60BS15 1 7/16,SPROKET 15T B1-7/16 MARTIN/60BS15 1 7/16,40/40,MARTIN SPROCKET AND GEAR CDNA / 60BS15 1 7/16  ,V584,PROD,90016224,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS16 1 3/4  ,,,,,PIGNON 16D AL1-3/4 MARTIN/60BS16 1 3/4,SPROKET 16T BR1-3/4 MARTIN/60BS16 1 3/4,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS16 1 3/4  ,V584,PROD,90016225,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS16 1 1/2  ,,,,,PIGNON 16D AL1-1/2 MARTIN/60BS16 1 1/2,SPROKET 16T BR1-1/2 MARTIN/60BS16 1 1/2,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS16 1 1/2  ,V584,PROD,90016226,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS16 1 3/8  ,,,,,PIGNON 16D AL1-3/8 MARTIN/60BS16 1 3/8,SPROKET 16T BR1-3/8 MARTIN/60BS16 1 3/8,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS16 1 3/8  ,V584,PROD,90016227,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS17 1 3/8  ,,,,,PIGNON 17D AL1-3/8 MARTIN/60BS17 1 3/8,SPROKET 17T BR1-3/8 MARTIN/60BS17 1 3/8,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS17 1 3/8  ,V584,PROD,90016228,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS17 1 15/16  ,,,,,PIGNON 17D 1-15/16 MARTIN/60BS17 1 15/16,SPRKT 17T 1-15/16 MARTIN/60BS17 1 15/16,40/39,MARTIN SPROCKET AND GEAR CDNA / 60BS17 1 15/16  ,V584,PROD,90016229,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS18 1 15/16  ,,,,,PIGNON 18D 1-15/16 MARTIN/60BS18 1 15/16,SPRKT 18T 1-15/16 MARTIN/60BS18 1 15/16,40/39,MARTIN SPROCKET AND GEAR CDNA / 60BS18 1 15/16  ,V584,PROD,90016230,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS17HT 1 1/2  ,,,,,PIGN DR 17D 1-1/2 MARTIN/60BS17HT 1 1/2,HD SPRKT 17T 1-1/2 MARTIN/60BS17HT 1 1/2,39/40,MARTIN SPROCKET AND GEAR CDNA / 60BS17HT 1 1/2  ,V584,PROD,90016231,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS18 1 3/8  ,,,,,PIGNON 18D AL1-3/8 MARTIN/60BS18 1 3/8,SPROKET 18T BR1-3/8 MARTIN/60BS18 1 3/8,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS18 1 3/8  ,V584,PROD,90016232,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60B18F 1 1/4  ,,,,,PIGNON 18D AL1-1/4 MARTIN/60B18F 1 1/4,SPROKET 18T BR1-1/4 MARTIN/60B18F 1 1/4,38/39,MARTIN SPROCKET AND GEAR CDNA / 60B18F 1 1/4  ,V584,PROD,90016233,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS18 1  ,,,,,PIGNON 18D AL1 MARTIN/60BS18 1,SPROKET 18T BR1 MARTIN/60BS18 1,30/31,MARTIN SPROCKET AND GEAR CDNA / 60BS18 1  ,V584,PROD,90016234,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS20 1 1/4  ,,,,,PIGNON 20D AL1-1/4 MARTIN/60BS20 1 1/4,SPROKET 20T BR1-1/4 MARTIN/60BS20 1 1/4,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS20 1 1/4  ,V584,PROD,90016235,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60B20  ,,,,,PIGNON 20D MARTIN/60B20,SPROKET 20T MARTIN/60B20,23/24,MARTIN SPROCKET AND GEAR CDNA / 60B20  ,V584,PROD,90016236,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS20HT 1 1/2  ,,,,,PIGN DR 20D 1-1/2 MARTIN/60BS20HT 1 1/2,HD SPRKT 20T 1-1/2 MARTIN/60BS20HT 1 1/2,39/40,MARTIN SPROCKET AND GEAR CDNA / 60BS20HT 1 1/2  ,V584,PROD,90016237,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60B20H 1-11/16  ,,,,,PIGN D 20D 1-11/16 MARTIN/60B20H 1-11/16,H SPKT 20T 1-11/16 MARTIN/60B20H 1-11/16,40/40,MARTIN SPROCKET AND GEAR CDNA / 60B20H 1-11/16  ,V584,PROD,90016238,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS20 1 15/16  ,,,,,PIGNON 20D 1-15/16 MARTIN/60BS20 1 15/16,SPRKT 20T 1-15/16 MARTIN/60BS20 1 15/16,40/39,MARTIN SPROCKET AND GEAR CDNA / 60BS20 1 15/16  ,V584,PROD,90016329,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS21 1 1/2  ,,,,,PIGNON 21D AL1-1/2 MARTIN/60BS21 1 1/2,SPROKET 21T BR1-1/2 MARTIN/60BS21 1 1/2,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS21 1 1/2  ,V584,PROD,90016330,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS21 1  ,,,,,PIGNON 21D AL1 MARTIN/60BS21 1,SPROKET 21T BR1 MARTIN/60BS21 1,30/31,MARTIN SPROCKET AND GEAR CDNA / 60BS21 1  ,V584,PROD,90016331,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS22 1 1/4  ,,,,,PIGNON 22D AL1-1/4 MARTIN/60BS22 1 1/4,SPROKET 22T BR1-1/4 MARTIN/60BS22 1 1/4,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS22 1 1/4  ,V584,PROD,90016332,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS23 1  ,,,,,PIGNON 23D AL1 MARTIN/60BS23 1,SPROKET 23T BR1 MARTIN/60BS23 1,30/31,MARTIN SPROCKET AND GEAR CDNA / 60BS23 1  ,V584,PROD,90016333,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS23 1 3/8  ,,,,,PIGNON 23D AL1-3/8 MARTIN/60BS23 1 3/8,SPROKET 23T BR1-3/8 MARTIN/60BS23 1 3/8,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS23 1 3/8  ,V584,PROD,90016334,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60B25F 2  ,,,,,PIGNON 25D AL2 MARTIN/60B25F 2,SPROKET 25T BR2 MARTIN/60B25F 2,30/31,MARTIN SPROCKET AND GEAR CDNA / 60B25F 2  ,V584,PROD,90016335,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60BS27 1 3/8  ,,,,,PIGNON 24D AL2-1/4 MARTIN/60BS27 1 3/8,SPROKET 24T BR2-1/4 MARTIN/60BS27 1 3/8,38/39,MARTIN SPROCKET AND GEAR CDNA / 60BS27 1 3/8  ,V584,PROD,90016336,
361,2241,MARTIN SPROCKET AND GEAR CDNA,60A42  ,,,,,PIGNON PLAT 42D MARTIN/60A42,FLAT SPROKET 42T MARTIN/60A42,28/29,MARTIN SPROCKET AND GEAR CDNA / 60A42  ,V584,PROD,90016337,
361,2241,MARTIN SPROCKET AND GEAR CDNA,50BS16 1 7/16  ,,,,,PIGNON 16D AL1-7/16 MARTIN/50BS16 1 7/16,SPROKET 16T B1-7/16 MARTIN/50BS16 1 7/16,40/40,MARTIN SPROCKET AND GEAR CDNA / 50BS16 1 7/16  ,V584,PROD,90016338,
361,2241,MARTIN SPROCKET AND GEAR CDNA,50BS16 1 3/8  ,,,,,PIGNON 16D AL1-3/8 MARTIN/50BS16 1 3/8,SPROKET 16T BR1-3/8 MARTIN/50BS16 1 3/8,38/39,MARTIN SPROCKET AND GEAR CDNA / 50BS16 1 3/8  ,V584,PROD,90016249,
361,2241,MARTIN SPROCKET AND GEAR CDNA,50BTB32  ,,,,,PIGNON 32D MACHON CNQ MARTIN/50BTB32,SPROKET 32T TAP BSHG MARTIN/50BTB32,36/35,MARTIN SPROCKET AND GEAR CDNA / 50BTB32  ,V584,PROD,90016250,
361,2241,SKF CANADA,634-2Z  ,,,,,ROULEMENT BILLE RIGIDE SKF/634-2Z,DEEP GROVE BALL BRNG SKF/634-2Z,33/31,SKF CANADA / 634-2Z  ,V584,PROD,90016251,
361,2241,MARTIN SPROCKET AND GEAR CDNA,40BTB28H  ,,,,,PIGNON DR 28D MACHON CNQ MARTIN/40BTB28H,HRD SPROKET 28T TAP BSHG MARTIN/40BTB28H,40/40,MARTIN SPROCKET AND GEAR CDNA / 40BTB28H  ,V584,PROD,90016252,
361,2241,SKF CANADA,N 07  ,,,,,ECROU SERRAGE RAINURE ROUL PO SKF/N 07,BRNGN LOCK NUT KW IN SKF/N 07,38/29,SKF CANADA / N 07  ,V584,PROD,90016253,
361,2241,MARTIN SPROCKET AND GEAR CDNA,40SDS54  ,,,,,PIGNON 28D MACHON CNQ QD MARTIN/40SDS54,SPROKET 28T TAP QD BSHG  MARTIN/40SDS54,39/39,MARTIN SPROCKET AND GEAR CDNA / 40SDS54  ,V584,PROD,90016254,
361,2241,SKF CANADA,63008-2RS1  ,,,,,ROULEMENT BILLE RIGIDE SKF/63008-2RS1,DEEP GROVE BALL BRNG SKF/63008-2RS1,37/35,SKF CANADA / 63008-2RS1  ,V584,PROD,90016255,
361,2241,SKF CANADA,61911-2RS1  ,,,,,ROULEMENT BILLE RIGIDE SKF/61911-2RS1,DEEP GROVE BALL BEARING SKF/61911-2RS1,37/38,SKF CANADA / 61911-2RS1  ,V584,PROD,90016256,
361,2241,CONTITECH CANADA INC,B55  ,,,,,COURROIE TRAPZ SYST MULT CONTITECH/B55  ,V-BELT MULTIP SYST CONTITECH/B55,40/32,CONTITECH CANADA INC / B55  ,V584,PROD,90016257,
361,2241,SKF CANADA,CR 9863  ,,,,,JOINT ETANCHE 1X1.5X.25 SKF/CR 9863,SHAFT SEAL 1X1.5X.25 SKF/CR 9863,35/32,SKF CANADA / CR 9863  ,V584,PROD,90016258,
361,2241,SKF CANADA,10152,,,,,JOINT ETANCHE 1X2X.25 SKF/10152,SHAFT SEAL 1X2X.25 SKF/10152,31/28,SKF CANADA / 10152,V584,PROD,90016259,
361,2241,SKF CANADA,CR 11086  ,,,,,JOINT ETANCHE 1.126X1.575X.2 SKF/CR11086,SHAFT SEAL 1.126X1.575X.236 SKF/CR11086,40/39,SKF CANADA / CR 11086  ,V584,PROD,90016260,
361,2241,SKF CANADA,11224,,,,,JOINT ETANCHE 1.125X1.874X.2 SKF/CR11224,SHAFT SEAL 1.125X1.874X.5 SKF/CR11224,40/37,SKF CANADA / 11224,V584,PROD,90016261,
361,2241,SKF CANADA,CR 11150  ,,,,,JOINT ETANCHE 1.125X1.75X.25 SKF/CR11150,SHAFT SEAL 1.125X1.75X.25 SKF/CR 11150,40/38,SKF CANADA / CR 11150  ,V584,PROD,90016262,
361,2241,SKF CANADA,CR 11800  ,,,,,JOINT ETANCHE 1.188X2X.25 SKF/CR 11800,SHAFT SEAL 1.188X2X.25 SKF/CR 11800,38/35,SKF CANADA / CR 11800  ,V584,PROD,90016263,
361,2241,SKF CANADA,CR 11524  ,,,,,JOINT ETANCHE 1.156X1.874X.2 SKF/CR11524,SHAFT SEAL 1.156X1.874X.25 SKF/CR 11524,40/39,SKF CANADA / CR 11524  ,V584,PROD,90016264,
361,2241,SKF CANADA,CR 6152  ,,,,,JOINT ETANCHE .625X1X.125 SKF/CR 6152,SHAFT SEAL .625X1X.125 SKF/CR 6152,37/34,SKF CANADA / CR 6152  ,V584,PROD,90016265,
361,2241,SKF CANADA,CR 7440  ,,,,,JOINT ETANCHE .75X1.25X.25 SKF/CR 7440,SHAFT SEAL .75X1.25X.25 SKF/CR 7440,38/35,SKF CANADA / CR 7440  ,V584,PROD,90016266,
361,2241,SKF CANADA,CR 8660  ,,,,,JOINT ETANCHE .875X1.375X.25 SKF/CR 8660,SHAFT SEAL .875X1.375X.25 SKF/CR 8660,40/37,SKF CANADA / CR 8660  ,V584,PROD,90016267,
361,2241,SKF CANADA,CR 8700  ,,,,,JOINT ETANCHE .875X1.499X.25 SKF/CR 8700,SHAFT SEAL .875X1.499X.25 SKF/CR 8700,40/37,SKF CANADA / CR 8700  ,V584,PROD,90016268,
361,2241,SKF CANADA,CR 9303  ,,,,,JOINT ETANCHE .938X1.5X.25 SKF/CR 9303,SHAFT SEAL .938X1.5X.25 SKF/CR 9303,38/35,SKF CANADA / CR 9303  ,V584,PROD,90016269,
361,2241,SKF CANADA,CR 9347  ,,,,,JOINT ETANCHE .938X1.752X.25 SKF/CR 9347,SHAFT SEAL .938X1.752X.25 SKF/CR 9347,40/37,SKF CANADA / CR 9347  ,V584,PROD,90016270,
361,2241,SKF CANADA,CR 9700  ,,,,,JOINT ETANCHE .984X1.596X.25 SKF/CR 9700,SHAFT SEAL .984X1.596X.25 SKF/CR 9700,40/37,SKF CANADA / CR 9700  ,V584,PROD,90016271,
361,2241,SKF CANADA,CR 9820  ,,,,,JOINT ETANCHE 1X1.375X.188 SKF/CR 9820,SHAFT SEAL 1X1.375X.188 SKF/CR 9820,38/35,SKF CANADA / CR 9820  ,V584,PROD,90016272,
361,2241,SKF CANADA,CR 9838  ,,,,,JOINT ETANCHE 1X1.437X.25 SKF/CR 9838,SHAFT SEAL 1X1.437X.25 SKF/CR 9838,37/34,SKF CANADA / CR 9838  ,V584,PROD,90016273,
361,2241,SKF CANADA,CR 11352  ,,,,,JOINT ETANCHE 1.125X2.047X.2 SKF/CR11352,SHAFT SEAL 1.125X2.047X.25 SKF/CR 11352,40/39,SKF CANADA / CR 11352  ,V584,PROD,90016274,
361,2241,SKF CANADA,CR 11372  ,,,,,JOINT ETANCHE 1.125X2.125X.3 SKF/CR11372,SHAFT SEAL 1.125X2.125X.313 SKF/CR 11372,40/40,SKF CANADA / CR 11372  ,V584,PROD,90016275,
361,2241,SKF CANADA,CR 13052  ,,,,,JOINT ETANCHE 1.316X2.062X.3 SKF/CR13052,SHAFT SEAL 1.316X2.062X.313 SKF/CR 13052,40/40,SKF CANADA / CR 13052  ,V584,PROD,90016276,
361,2241,SKF CANADA,CR 15522  ,,,,,JOINT ETANCHE 1.563X2.25X.31 SKF/CR15522,SHAFT SEAL 1.563X2.25X.313 SKF/CR 15522,40/39,SKF CANADA / CR 15522  ,V584,PROD,90016277,
361,2241,CONTITECH CANADA INC,B68  ,,,,,COURROIE TRAPZ SYST MULT CONTITECH/B68  ,V-BELT MULTIP SYST CONTITECH/B68,40/32,CONTITECH CANADA INC / B68  ,V584,PROD,90016278,
361,2241,SKF CANADA,CR 534948  ,,,,,JOINT ETANCHE .625X1.85X.27 SKF/CR534948,SHAFT SEAL .625X1.85X.276 SKF/CR 534948,40/39,SKF CANADA / CR 534948  ,V584,PROD,90016279,
361,2241,SKF CANADA,CR 6990  ,,,,,JOINT ETANCHE .688X1.624X.25 SKF/CR 6990,SHAFT SEAL .688X1.624X.25 SKF/CR 6990,40/37,SKF CANADA / CR 6990  ,V584,PROD,90016280,
361,2241,SKF CANADA,CR 6141  ,,,,,JOINT ETANCHE .625X.999X.25 SKF/CR 6141,SHAFT SEAL .625X.999X.25 SKF/CR 6141,39/36,SKF CANADA / CR 6141  ,V584,PROD,90016281,
361,2241,SKF CANADA,CR 709008  ,,,,,JOINT ETANCHE 1.25X1.615X.2 SKF/CR709008,SHAFT SEAL 1.25X1.615X.219 SKF/CR 709008,40/40,SKF CANADA / CR 709008  ,V584,PROD,90016282,
361,2241,SKF CANADA,CR 710989  ,,,,,JOINT ETANCHE 1.25X1.563X.1 SKF/CR710989,SHAFT SEAL 1.25X1.563X.156 SKF/CR 710989,40/40,SKF CANADA / CR 710989  ,V584,PROD,90016283,
361,2241,CONTITECH CANADA INC,B70  ,,,,,COURROIE TRAPZ SYST MULT CONTITECH/B70  ,V-BELT MULTIP SYST CONTITECH/B70,40/32,CONTITECH CANADA INC / B70  ,V584,PROD,90016284,
361,2241,MARTIN SPROCKET AND GEAR CDNA,1210.875,,,,,"MANCHON CONIQUE MARTIN/1210,875","TAPER LOCK BUSHING MARTIN/1210,875",31/34,MARTIN SPROCKET AND GEAR CDNA / 1210.875,V584,PROD,90016285,
361,2241,MARTIN SPROCKET AND GEAR CDNA,1215 1  ,,,,,MANCHON CONIQUE MARTIN/1215 1,TAPER LOCK BUSHING MARTIN/1215 1,29/32,MARTIN SPROCKET AND GEAR CDNA / 1215 1  ,V584,PROD,90016286,
361,2241,MARTIN SPROCKET AND GEAR CDNA,1215 1 1/4  ,,,,,MANCHON CONIQUE MARTIN/1215 1 1/4,TAPER LOCK BUSHING MARTIN/1215 1 1/4,33/36,MARTIN SPROCKET AND GEAR CDNA / 1215 1 1/4  ,V584,PROD,90016287,
361,2241,MARTIN SPROCKET AND GEAR CDNA,2012.5,,,,,"MANCHON CONIQUE MARTIN/2012,5","TAPER LOCK BUSHING MARTIN/2012,5",29/32,MARTIN SPROCKET AND GEAR CDNA / 2012.5,V584,PROD,90016288,
361,2241,MARTIN SPROCKET AND GEAR CDNA,2012.625,,,,,"MANCHON CONIQUE MARTIN/2012,625","TAPER LOCK BUSHING MARTIN/2012,625",31/34,MARTIN SPROCKET AND GEAR CDNA / 2012.625,V584,PROD,90016289,
361,2241,MARTIN SPROCKET AND GEAR CDNA,2012 1 7/8  ,,,,,MANCHON CONIQUE MARTIN/2012 1 7/8,TAPER LOCK BUSHING MARTIN/2012 1 7/8,33/36,MARTIN SPROCKET AND GEAR CDNA / 2012 1 7/8  ,V584,PROD,90016290,
361,2241,MARTIN SPROCKET AND GEAR CDNA,2012 1 1/2  ,,,,,MANCHON CONIQUE MARTIN/2012 1 1/2,TAPER LOCK BUSHING MARTIN/2012 1 1/2,33/36,MARTIN SPROCKET AND GEAR CDNA / 2012 1 1/2  ,V584,PROD,90016291,
361,2241,MARTIN SPROCKET AND GEAR CDNA,2517 2 1/2  ,,,,,MANCHON CONIQUE MARTIN/2517 2 1/2,TAPER LOCK BUSHING MARTIN/2517 2 1/2,33/36,MARTIN SPROCKET AND GEAR CDNA / 2517 2 1/2  ,V584,PROD,90016292,
361,2241,MARTIN SPROCKET AND GEAR CDNA,2517 1 3/8  ,,,,,MANCHON CONIQUE MARTIN/2517 1 3/8,TAPER LOCK BUSHING MARTIN/2517 1 3/8,33/36,MARTIN SPROCKET AND GEAR CDNA / 2517 1 3/8  ,V584,PROD,90016293,
361,2241,SKF CANADA,SNW 3026X4.7/16  ,,,,,MANCHON SERRAGE PO SKF/SNW 3026X4.7/16,ADAPTER SLEEVE IN SKF/SNW 3026X4.7/16,38/37,SKF CANADA / SNW 3026X4.7/16  ,V584,PROD,90016294,
361,2241,SKF CANADA,CR 17271  ,,,,,JOINT ETANCHE 1.75X2.374X.31 SKF/CR17271,SHAFT SEAL 1.75X2.374X.313 SKF/CR17271,40/38,SKF CANADA / CR 17271  ,V584,PROD,90016295,
361,2241,SKF CANADA,CR 15005  ,,,,,JOINT ETANCHE 1.5X2.374X.313 SKF/CR15005,SHAFT SEAL 1.5X2.374X.313 SKF/CR 15005,40/38,SKF CANADA / CR 15005  ,V584,PROD,90016296,
361,2241,NSK CANADA INC,SCHB50  ,,,,,UNITE RLMNT PENDANT NSK/SCHB50,HANGER BRNG UNIT SELF-L NSK/SCHB50,30/34,NSK CANADA INC / SCHB50  ,V584,PROD,90016297,
361,2241,SKF CANADA,CR 9934  ,,,,,JOINT ETANCHE 1X1.629X.25 SKF/CR 9934,SHAFT SEAL 1X1.629X.25 SKF/CR 9934,37/34,SKF CANADA / CR 9934  ,V584,PROD,90016298,
361,2241,NSK CANADA INC,UCFA210D1  ,,,,,UNITE RLMNT BILLE NSK/UCFA210D1,BALL BRNG UNIT NSK/UCFA210D1,31/28,NSK CANADA INC / UCFA210D1  ,V584,PROD,90016299,
361,2241,NSK CANADA INC,UCFL204D1  ,,,,,UNITE RLMNT BILLE NSK/UCFL204D1,BALL BRNG UNIT NSK/UCFL204D1,31/28,NSK CANADA INC / UCFL204D1  ,V584,PROD,90016300,
361,2241,SKF CANADA,211-Z  ,,,,,ROULEMENT BILLE RIGIDE SKF/211-Z,DEEP GROVE BALL BEARING SKF/211-Z,32/33,SKF CANADA / 211-Z  ,V584,PROD,90016301,
361,2241,SKF CANADA,6001-2RSH  ,,,,,ROULEMENT BILLE RIGIDE SKF/6001-2RSH,DEEP GROVE BALL BEARING SKF/6001-2RSH,36/37,SKF CANADA / 6001-2RSH  ,V584,PROD,90016302,
361,2241,SKF CANADA,626-Z  ,,,,,ROULEMENT BILLE RIGIDE SKF/626-Z,DEEP GROVE BALL BRNG SKF/626-Z,32/30,SKF CANADA / 626-Z  ,V584,PROD,90016303,
361,2241,NSK CANADA INC,R4AAZZ  ,,,,,RLMNT BILLE RIGIDE NSK/R4AAZZ,DEEP GROVE BALL BRNG NSK/R4AAZZ,29/31,NSK CANADA INC / R4AAZZ  ,V584,PROD,90016304,
361,2241,NSK CANADA INC,R6DD  ,,,,,RLMNT BILLE RIGIDE NSK/R6DD,DEEP GROVE BALL BRNG NSK/R6DD,27/29,NSK CANADA INC / R6DD  ,V584,PROD,90016305,
361,2241,NSK CANADA INC,R6  ,,,,,RLMNT BILLE RIGIDE NSK/R6,DEEP GROVE BALL BRNG NSK/R6,25/27,NSK CANADA INC / R6  ,V584,PROD,90016306,
361,2241,MARTIN SPROCKET AND GEAR CDNA,50BS26 3/4  ,,,,,PIGNON 26D AL3/4 MARTIN/50BS26 3/4,SPROKET 26T BR3/4 MARTIN/50BS26 3/4,34/35,MARTIN SPROCKET AND GEAR CDNA / 50BS26 3/4  ,V584,PROD,90016307,
361,2241,CONTITECH CANADA INC,B67  ,,,,,COURROIE TRAPZ SYST MULT CONTITECH/B67  ,V-BELT MULTIP SYST CONTITECH/B67,40/32,CONTITECH CANADA INC / B67  ,V584,PROD,90016308,
361,2241,CONTITECH CANADA INC,B95  ,,,,,COURROIE TRAPZ SYST MULT CONTITECH/B95  ,V-BELT MULTIP SYST CONTITECH/B95,40/32,CONTITECH CANADA INC / B95  ,V584,PROD,90016309,
361,2241,ARO,637141,,,,,KIT ENTRETIEN POMPE SEC PNEU ARO/637141,PUMP REP KIT AIR SECTION ARO/637141,39/35,ARO / 637141,V584,PROD,90016310,
361,2241,ARO,637140-D2,,,,,KIT ENTR POMPE SECT FLUIDE ARO/637140-D2,PUMP REP KIT FLUID SECTION ARO/637140-D2,40/40,ARO / 637140-D2,V584,PROD,90016311,
361,2241,ARO,93103-1,,,,,ECROU DIAPHRAGM ARO/93103-1,DIAPHRAGM NUT ARO/93103-1,27/25,ARO / 93103-1,V584,PROD,90016312,
361,2241,ARO,93087,,,,,MANCHON DU PILOTE ARO/93087,SLEEVE PILOT ARO/93087,27/22,ARO / 93087,V584,PROD,90016313,
361,2241,ARO,93088,,,,,TIGE PILOTE ARO/93088,PILOT ROD ARO/93088,21/19,ARO / 93088,V584,PROD,90016314,
361,2241,ARO,93086,,,,,BOUCHON ARO/93086,PLUG ARO/93086,17/14,ARO / 93086,V584,PROD,90016315,
361,2241,CHICAGO RAWHIDE,6152,90016265,,,,JOINT ETANCHE .625X1X.125 CR/6152,SHAFT SEAL .625X1X.125 CR/6152,33/30,CHICAGO RAWHIDE / 6152,V584,PROD,90016316,
361,2241,CHICAGO RAWHIDE,7440,90016266,,,,JOINT ETANCHE .75X1.25X.25 CR/7440,SHAFT SEAL .75X1.25X.25 CR/7440,34/31,CHICAGO RAWHIDE / 7440,V584,PROD,90016317,
361,2241,CHICAGO RAWHIDE,8660,90016267,,,,JOINT ETANCHE .875X1.375X.25 CR/8660,SHAFT SEAL .875X1.375X.25 CR/8660,36/33,CHICAGO RAWHIDE / 8660,V584,PROD,90016318,
361,2241,CHICAGO RAWHIDE,8700,90016268,,,,JOINT ETANCHE .875X1.499X.25 CR/8700,SHAFT SEAL .875X1.499X.25 CR/8700,36/33,CHICAGO RAWHIDE / 8700,V584,PROD,90016319,
361,2241,CHICAGO RAWHIDE,9303,90016269,,,,JOINT ETANCHE .938X1.5X.25 CR/9303,SHAFT SEAL .938X1.5X.25 CR/9303,34/31,CHICAGO RAWHIDE / 9303,V584,PROD,90016320,
361,2241,CHICAGO RAWHIDE,9347,90016270,,,,JOINT ETANCHE .938X1.75X.25 CR/9347,SHAFT SEAL .938X1.75X.25 CR/9347,35/32,CHICAGO RAWHIDE / 9347,V584,PROD,90016321,
361,2241,CHICAGO RAWHIDE,9700,90016271,,,,JOINT ETANCHE .984X1.596X.25 CR/9700,SHAFT SEAL .984X1.596X.25 CR/9700,36/33,CHICAGO RAWHIDE / 9700,V584,PROD,90016322,
361,2241,CHICAGO RAWHIDE,9820,90016272,,,,JOINT ETANCHE 1X1.375X.188 CR/9820,SHAFT SEAL 1X1.375X.188 CR/9820,34/31,CHICAGO RAWHIDE / 9820,V584,PROD,90016323,
361,2241,CHICAGO RAWHIDE,9838,90016273,,,,JOINT ETANCHE 1X1.437X.25 CR/9838,SHAFT SEAL 1X1.437X.25 CR/9838,33/30,CHICAGO RAWHIDE / 9838,V584,PROD,90016324,
361,2241,CHICAGO RAWHIDE,11086,90004990,,,,JOINT ETANCHE 1.126X1.575X.236 CR/11086,SHAFT SEAL 1.126X1.575X.236 CR/11086,39/36,CHICAGO RAWHIDE / 11086,V584,PROD,90016325,
361,2241,CHICAGO RAWHIDE,11352,90016274,,,,JOINT ETANCHE 1.125X2.047X.25 CR/11352,SHAFT SEAL 1.125X2.047X.25 CR/11352,38/35,CHICAGO RAWHIDE / 11352,V584,PROD,90016326,
